"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"X465","blind","9.30636555403896e-05","0.000110975474420153","0.000531801744309721","0.000483138467484781","0.000201523517794527","6.33713561470215e-05","0.00028109627547435","0","0.000424155665129102","0","0.000941397975994352","0","0.000194846314969068","8.26924667162821e-05","6.09273137147383e-05","0.000300975159516835","0.000135495847052288","0.000269505457485514","0.00012721027859051","0.000263811638490118"
"X466","blink","0","0","0","9.66276934969562e-05","4.03047035589053e-05","0","0","0","0","0","0","0","9.74231574845341e-05","0","0","0","1.35495847052288e-05","0","0","0"
"X467","blir","0","0","0","0","0","0","0","0","0","0.000122249388753056","0","0","0","0","0","0","0","0","0","0"
"X468","bliss","0","0","0","9.66276934969562e-05","0","0","0","0","0","0","7.84498313328626e-05","0","0","0.000206731166790705","0","0","2.70991694104576e-05","0","3.18025696476275e-05","0"
"X469","blister","0","0","0","0","0","6.33713561470215e-05","4.6849379245725e-05","0","0","0","2.61499437776209e-05","0","0","0.000124038700074423","0","0","1.35495847052288e-05","0","0","0"
"X470","block","6.20424370269264e-05","0","0","9.66276934969562e-05","0","0.00114068441064639","0.000234246896228625","0","0","0","5.22998875552418e-05","0","0.000146134736226801","0.000124038700074423","0","4.01300212689113e-05","0.000921371759955557","6.73763643713785e-05","0","2.19843032075098e-05"
"X471","blond","3.10212185134632e-05","0.000110975474420153","0","0","4.03047035589053e-05","0","4.6849379245725e-05","0","0","0","0","0.000302892624564592","0","4.13462333581411e-05","0","2.00650106344556e-05","1.35495847052288e-05","0","0","0"
"X472","blood","6.20424370269264e-05","0","0.000159540523292916","0.000225464618159565","0.000282132924912337","6.33713561470215e-05","4.6849379245725e-05","0","0.000159058374423413","0","0.00271959415287257","0","0.000194846314969068","0.000206731166790705","0.000487418509717907","0.000260845138247923","0.000311640448220262","6.73763643713785e-05","0.000667853962600178","0.000219843032075098"
"X473","bloodi","0","0","0","0","0","0","4.6849379245725e-05","0","0","0","5.22998875552418e-05","0","0","4.13462333581411e-05","0","0","4.06487541156864e-05","0","0","4.39686064150197e-05"
"X474","bloom","0","0","0","0","0","0","0","0","0","0","0.000183049606443346","0","0","0","3.04636568573692e-05","2.00650106344556e-05","1.35495847052288e-05","0","0","2.19843032075098e-05"
"X475","blossom","0","0","0","9.66276934969562e-05","0","0","0","0","0","0","0","0","4.8711578742267e-05","0","0","0","0","0","3.18025696476275e-05","0"
"X476","blow","0.000186127311080779","0.000221950948840306","0.000212720697723889","0.000225464618159565","0.000120914110676716","0.000760456273764259","4.6849379245725e-05","0","0.000530194581411378","0","0.000183049606443346","0","0.000389692629938136","0.000165384933432564","0.000121854627429477","0.000140455074441189","0.000650380065850982","0.000336881821856893","0.000572446253657295","0.000153890122452569"
"X477","blowin","0","0","0","0","4.03047035589053e-05","0","0","0","0","0","0","0","4.8711578742267e-05","0","0","0","5.41983388209151e-05","0","9.54077089428826e-05","0"
"X478","blown","3.10212185134632e-05","0","0","3.22092311656521e-05","4.03047035589053e-05","6.33713561470215e-05","0","0","0","0","0","0","0","8.26924667162821e-05","0.000670200450862122","0","6.77479235261439e-05","0","0","0"
"X479","blue","0.000403275840675022","0.000776828320941072","0.000478621569878749","0.000193255386993912","0.000282132924912337","0.000633713561470215","0.0001873975169829","0","0.00164360320237527","0","0.000235349493998588","0.000151446312282296","0.00165619367723708","0.000454808566939552","0.000304636568573692","0.000260845138247923","0.000216793355283661","0.000673763643713785","0.000985879659076453","0.000197858728867589"
"X480","bluebird","0","0","0.000159540523292916","0","0","0","0","0","0","0","0","0","0","0","0","2.00650106344556e-05","0","6.73763643713785e-05","6.36051392952551e-05","0"
"X481","blunt","0","0","0","0","0","0","0","0","0","0","2.61499437776209e-05","0","0","0","0","0","0.000230342939988889","0","0","0"
"X482","blur","3.10212185134632e-05","0","0","0","8.06094071178107e-05","0","4.6849379245725e-05","0","0","0","2.61499437776209e-05","0","9.74231574845341e-05","8.26924667162821e-05","0","0","0","0","0","0"
"X483","blut","0","0","0","0","0","0","0","0","0","0.000611246943765281","0","0","0","0","0","0","0","0","0","0"
"X484","bo","3.10212185134632e-05","0","0","0.000418720005153477","8.06094071178107e-05","0","0","0","0","0","0","0","0","0","0","0","4.06487541156864e-05","0.000808516372456542","0","0"
"X485","board","0","0.000110975474420153","0","0","0","6.33713561470215e-05","0","0","0","0","2.61499437776209e-05","0","0.000194846314969068","0","0","0","1.35495847052288e-05","0","0","0"
"X486","boat","6.20424370269264e-05","0.000443901897680613","0","0","4.03047035589053e-05","0","0","0","0","0","0","0","4.8711578742267e-05","0","3.04636568573692e-05","0","4.06487541156864e-05","6.73763643713785e-05","0","0"
"X487","bob","0","0","0","6.44184623313041e-05","0","0.000190114068441065","0","0","0","0","2.61499437776209e-05","0","4.8711578742267e-05","0","3.04636568573692e-05","0","0.000270991694104576","0.000134752728742757","3.18025696476275e-05","0"
"X488","bobbi","0","0","0","3.22092311656521e-05","0","6.33713561470215e-05","0.00046849379245725","0","0","0","0","0","0","0","3.04636568573692e-05","4.01300212689113e-05","0","0","0","0"
"X489","boca","0","0","0","0","0","0","0","0.000917700609353205","0","0","0","0","0","0","0","0","0","0","0","0"
"X490","bodi","9.30636555403896e-05","0.000110975474420153","0.000106360348861944","0.000354301542822173","4.03047035589053e-05","0.000443599493029151","0.0003747950339658","0","0.000318116748846827","0","0.000706048481995764","0","0.000243557893711335","0.000330769866865129","0.000761591421434229","8.02600425378225e-05","0.000541983388209151","0.000269505457485514","0.00038163083577153","0.000263811638490118"
"X491","boil","0","0","0","0","0","0","0","0","0","0","5.22998875552418e-05","0","0","0","0","0","2.70991694104576e-05","0","0","0"
"X492","bold","3.10212185134632e-05","0","0","3.22092311656521e-05","8.06094071178107e-05","6.33713561470215e-05","0","0","0","0","2.61499437776209e-05","0","0.000194846314969068","0.000124038700074423","0","2.00650106344556e-05","1.35495847052288e-05","0","0","6.59529096225295e-05"
"X493","bom","0","0","0","0","0","0","0","0.000256956170618897","0","0","0","0","0","0","0","0","0","0","0","0"
"X494","bomb","6.20424370269264e-05","0.000110975474420153","0","6.44184623313041e-05","8.06094071178107e-05","0","4.6849379245725e-05","0","5.30194581411378e-05","0","5.22998875552418e-05","0.000227169468423444","0.000146134736226801","0.000206731166790705","0","4.01300212689113e-05","0.00010839667764183","0","3.18025696476275e-05","2.19843032075098e-05"
"X495","bon","0","0","0","0","0","0","0","0.000110124073122385","0","0","0","0.00113584734211722","0","0","0","0","0","0","0","0"
"X496","bond","0","0","0","0","0","0","0","3.67080243741282e-05","0","0","2.61499437776209e-05","0","0","0","3.04636568573692e-05","2.00650106344556e-05","8.12975082313727e-05","0","0","8.79372128300394e-05"
"X497","bone","0.000372254622161559","0","5.31801744309721e-05","9.66276934969562e-05","4.03047035589053e-05","0","9.369875849145e-05","0","0.000159058374423413","0","0.000549148819330038","0","0.000340981051195869","0.000289423633506988","0.000152318284286846","0.000180585095710101","0.000176144601167974","0","6.36051392952551e-05","0"
"X498","bonheur","0","0","0","0","0","0","0","0","0","0","0","0.000832954717552628","0","0","0","0","0","0","0","0"
"X499","bonita","0","0","0","0","0","0","0","0.000146832097496513","0","0","0","0","0","0","0","0","0","0","0","0"
"X500","bonito","0","0","0","0","0","0","0","0.000330372219367154","0","0","0","0","0","0","0","0","0","0","0","0"
"X501","bonni","0","0","0.000319081046585833","3.22092311656521e-05","0","0","0","0","0","0","0","0","0","0.000165384933432564","0","0","0","0","0","0"
"X502","boo","0","0","0","0","4.03047035589053e-05","0","0","0","5.30194581411378e-05","0","0","0","0","0","3.04636568573692e-05","2.00650106344556e-05","0.00010839667764183","0","0","0"
"X503","boogi","0","0.000332926423260459","5.31801744309721e-05","0","4.03047035589053e-05","0","0","0","0","0","0","0","0","4.13462333581411e-05","6.09273137147383e-05","0","8.12975082313727e-05","0.000134752728742757","0","0"
"X504","book","6.20424370269264e-05","0","0.000159540523292916","0.000257673849325217","8.06094071178107e-05","6.33713561470215e-05","9.369875849145e-05","0","0.000106038916282276","0","0","0","0.000194846314969068","4.13462333581411e-05","0","0.000200650106344556","0.000121946262347059","6.73763643713785e-05","0","4.39686064150197e-05"
"X505","boom","3.10212185134632e-05","0","0","9.66276934969562e-05","4.03047035589053e-05","0","0","0","5.30194581411378e-05","0","0","0","0.000194846314969068","0","0","2.00650106344556e-05","0.000203243770578432","0","0","0"
"X506","boot","3.10212185134632e-05","0","5.31801744309721e-05","3.22092311656521e-05","0","6.33713561470215e-05","9.369875849145e-05","0","5.30194581411378e-05","0","0","0","0.000292269472453602","0.000206731166790705","3.04636568573692e-05","2.00650106344556e-05","8.12975082313727e-05","0.000134752728742757","0","0"
"X507","booti","0","0","0","6.44184623313041e-05","0","0.000126742712294043","0","0","0.000159058374423413","0","0","0","0","0","0","0","8.12975082313727e-05","0","0","0"
"X508","booz","0","0","0.000106360348861944","0","0","0","0","0","0","0","2.61499437776209e-05","0","0","4.13462333581411e-05","0","0","1.35495847052288e-05","0","0","0"
"X509","bop","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.70991694104576e-05","6.73763643713785e-05","0","0"
"X510","bord","0","0","0","0","0","0","0","0","0","0","0","0.000681508405270332","0","0","0","0","0","0","0","0"
"X511","border","3.10212185134632e-05","0","0","6.44184623313041e-05","4.03047035589053e-05","0","9.369875849145e-05","0","5.30194581411378e-05","0","0","0","4.8711578742267e-05","4.13462333581411e-05","0","0","0","6.73763643713785e-05","0","0"
"X512","bore","0.000124084874053853","0","0","0","0","0.000126742712294043","0","0","0","0","0.000104599775110484","0","0","0.000165384933432564","0","2.00650106344556e-05","4.06487541156864e-05","0","0.000445235975066785","0.000329764548112648"
"X513","born","9.30636555403896e-05","0","0.000319081046585833","0.000386510773987825","0.000161218814235621","0","0.000140548137737175","0","0","0","0.00088909808843911","0","0.000730673681134006","4.13462333581411e-05","6.09273137147383e-05","0.000200650106344556","0.000189694185873203","0","0.00012721027859051","0.000109921516037549"
"X514","borrow","3.10212185134632e-05","0","5.31801744309721e-05","0","0","0","4.6849379245725e-05","0","0","0","0","0","0","4.13462333581411e-05","0","0","0","6.73763643713785e-05","0","0.000329764548112648"
"X515","boss","0","0","0","3.22092311656521e-05","0.000161218814235621","0","0","7.34160487482564e-05","0","0.000122249388753056","0","7.5723156141148e-05","4.8711578742267e-05","0","0","0","0.00010839667764183","0","0","4.39686064150197e-05"
"X516","both","0.000279190966621169","0","0.000159540523292916","0.000257673849325217","0.000362742332030148","0","0.0003747950339658","0","5.30194581411378e-05","0","0.000235349493998588","0","0.000194846314969068","0","9.13909705721075e-05","0.000200650106344556","0.000162595016462745","0.00101064546557068","0.000477038544714413","0.000153890122452569"
"X517","bother","9.30636555403896e-05","0","0","3.22092311656521e-05","4.03047035589053e-05","0","0.0001873975169829","0","0","0","0","0","0","0","0.000304636568573692","2.00650106344556e-05","5.41983388209151e-05","6.73763643713785e-05","6.36051392952551e-05","0.000175874425660079"
"X518","bottl","3.10212185134632e-05","0","0.000531801744309721","0.000128836924662608","4.03047035589053e-05","6.33713561470215e-05","0.00028109627547435","0","0","0","5.22998875552418e-05","0","4.8711578742267e-05","4.13462333581411e-05","0","8.02600425378225e-05","6.77479235261439e-05","6.73763643713785e-05","0","2.19843032075098e-05"
"X519","bottom","3.10212185134632e-05","0.000110975474420153","0.000159540523292916","3.22092311656521e-05","0","0.00158428390367554","0","0","0.000689252955834791","0","0.000130749718888104","0","0.000243557893711335","0.000124038700074423","3.04636568573692e-05","0.000180585095710101","8.12975082313727e-05","0","3.18025696476275e-05","0"
"X520","bought","0","0.000221950948840306","0.000106360348861944","6.44184623313041e-05","0.000120914110676716","6.33713561470215e-05","4.6849379245725e-05","0","0","0","0","0","0.000194846314969068","0","6.09273137147383e-05","6.01950319033669e-05","5.41983388209151e-05","0.000202129093114136","3.18025696476275e-05","2.19843032075098e-05"
"X521","boulevard","3.10212185134632e-05","0","0","0","0","0","0","0","0","0","0","0.000151446312282296","0","0","0","0","6.77479235261439e-05","0","0","2.19843032075098e-05"
"X522","bounc","3.10212185134632e-05","0","0","0","0","6.33713561470215e-05","9.369875849145e-05","0","0.000371136206987965","0","0","0","0","8.26924667162821e-05","0","0","0.000325190032925491","0.000134752728742757","0","0"
"X523","bound","0","0","0.000106360348861944","3.22092311656521e-05","4.03047035589053e-05","0","0.0001873975169829","0","5.30194581411378e-05","0","0.000366099212886692","0","0.00048711578742267","4.13462333581411e-05","3.04636568573692e-05","2.00650106344556e-05","5.41983388209151e-05","6.73763643713785e-05","0","0.000175874425660079"
"X524","bout","0.000155106092567316","0","0.000584981918740693","0.000225464618159565","0.000765789367619201","0.000253485424588086","0.000140548137737175","0","0.000212077832564551","0.000122249388753056","2.61499437776209e-05","0.000832954717552628","0.000194846314969068","0.000289423633506988","0.000822518735148967","8.02600425378225e-05","0.000609731311735295","0.000202129093114136","0.000159012848238138","2.19843032075098e-05"
"X525","bow","3.10212185134632e-05","0.000221950948840306","0.000106360348861944","0.000225464618159565","8.06094071178107e-05","6.33713561470215e-05","4.6849379245725e-05","0","0.000106038916282276","0","0.000209199550220967","0","0.000194846314969068","8.26924667162821e-05","0","0","6.77479235261439e-05","0","9.54077089428826e-05","0"
"X526","bowl","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000335100225431061","0","5.41983388209151e-05","0","0","0"
"X527","box","3.10212185134632e-05","0","0.000212720697723889","0","8.06094071178107e-05","6.33713561470215e-05","4.6849379245725e-05","0","5.30194581411378e-05","0","5.22998875552418e-05","0","9.74231574845341e-05","0","3.04636568573692e-05","2.00650106344556e-05","0.000243892524694118","6.73763643713785e-05","0","2.19843032075098e-05"
